AME-Recommended Nuclide Masses (source: ciaaw.org, 17 Mar 2021, Juris Meija),,,
,,,
nuclide,mass,uncertainty,Year/link
182Tl,181.985451,0.000537,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Hf,182.953527207,0.000032383,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Ta,182.951369400,0.000003383,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183W,182.950220183,0.000003252,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Re,182.950817069,0.000009183,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Os,182.953286,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Ir,182.956711,0.000152,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Pt,182.961630,0.000222,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Au,182.967655,0.000331,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Hg,182.974354,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Tl,182.982645,0.000462,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
183Pb,182.991698,0.000409,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Hf,183.955443623,0.000060588,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Ta,183.954005085,0.000028101,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184W,183.950928331,0.000003257,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Re,183.952529999,0.000005070,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Os,183.952488482,0.000003581,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Ir,183.957555571,0.000268408,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Pt,183.959922,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Au,183.967536,0.000328,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Hg,183.971808,0.000304,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Tl,183.981670,0.000457,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
184Pb,183.988124,0.000255,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Ta,184.955552721,0.000015546,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185W,184.953415848,0.000003345,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Re,184.952951268,0.000003374,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Os,184.954040860,0.000003454,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Ir,184.956725,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Pt,184.960697,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Au,184.965803,0.000344,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Hg,184.971903,0.000344,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Tl,184.979169,0.000376,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
185Pb,184.987489,0.000376,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Ta,185.958543500,0.000064509,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186W,185.954356710,0.000003535,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Re,185.954983911,0.000003585,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Os,185.953830390,0.000003644,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Ir,185.957943107,0.000021778,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Pt,185.959364213,0.000113754,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Au,185.966102,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Hg,185.969353,0.000242,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Tl,185.978513,0.000313,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
186Pb,185.984297,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187W,186.957153280,0.000003568,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Re,186.955744324,0.000003456,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Os,186.955741492,0.000003456,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Ir,186.957352,0.000107,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Pt,186.960465,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Au,186.964459,0.000161,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Hg,186.969757,0.000228,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Tl,186.976238,0.000395,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
187Pb,186.983832,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188W,187.958480418,0.000004735,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Re,187.958105754,0.000003471,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Os,187.955829660,0.000003463,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Ir,187.958829576,0.000011354,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Pt,187.959385514,0.000007188,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Au,187.965075,0.000322,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Hg,187.967582,0.000217,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Tl,187.975882,0.000392,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Pb,187.980971,0.000304,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
188Bi,187.992078,0.000470,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189W,188.961903200,0.000214953,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Re,188.959219360,0.000010268,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Os,188.958137256,0.000003618,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Ir,188.958711713,0.000015142,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Pt,188.960817195,0.000013132,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Au,188.963716,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Hg,188.968225,0.000304,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Tl,188.973807,0.000387,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Pb,188.980780,0.000348,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
189Bi,188.989574,0.000376,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190W,189.963213569,0.000227507,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Re,189.961850178,0.000214738,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Os,189.958436334,0.000003638,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Ir,189.960583406,0.000214738,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Pt,189.959916595,0.000007377,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Au,189.964685241,0.000017712,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Hg,189.966403,0.000109,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Tl,189.973488,0.000340,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Pb,189.978072,0.000242,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
190Bi,189.988480,0.000331,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Re,190.963111879,0.000011606,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Os,190.960920001,0.000003825,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Ir,190.960584301,0.000004162,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Pt,190.961664564,0.000008213,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Au,190.963629135,0.000054301,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Hg,190.967209377,0.000076353,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Tl,190.971826,0.000331,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Pb,190.978161,0.000235,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
191Bi,190.986112,0.000395,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Re,191.965869,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Os,191.961467233,0.000004411,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Ir,191.962580089,0.000005584,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Pt,191.961019148,0.000005095,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Au,191.964792627,0.000017916,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Hg,191.965651,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Tl,191.972116,0.000758,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Pb,191.975790,0.000217,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Bi,191.985399,0.000407,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
192Po,191.991436,0.000305,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Os,192.964137622,0.000004473,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Ir,192.962917057,0.000004343,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Pt,192.962977462,0.000004350,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Au,192.964051,0.000107,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Hg,192.966562,0.000112,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Tl,192.970516867,0.000222178,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Pb,192.976116,0.000341,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Bi,192.983184,0.000402,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
193Po,192.991013,0.000352,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Os,193.965173055,0.000004852,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Ir,193.965068922,0.000004351,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Pt,193.962654982,0.000004411,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Au,193.965348483,0.000016696,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Hg,193.965391425,0.000027199,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Tl,193.970917,0.000203,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Pb,193.973980,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Bi,193.982543,0.000356,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194Po,193.988180,0.000242,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
194At,193.999125,0.000320,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Os,194.968113315,0.000536962,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Ir,194.965966243,0.000014424,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Pt,194.964765834,0.000004412,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Au,194.965012748,0.000004540,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Hg,194.966644522,0.000053868,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Tl,194.969632721,0.000165753,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Pb,194.974481,0.000327,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Bi,194.980702,0.000348,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195Po,194.988012,0.000241,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
195At,194.996660,0.000449,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Os,195.969615299,0.000043381,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Ir,195.968372361,0.000064563,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Pt,195.964926311,0.000004412,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Au,195.966543566,0.000005503,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Hg,195.965806685,0.000005431,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Tl,195.970461,0.000154,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Pb,195.972677,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Bi,195.980688401,0.000749884,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196Po,195.985539,0.000217,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
196At,195.995734,0.000410,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Ir,196.969629308,0.000022336,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Pt,196.967314997,0.000004414,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Au,196.966543114,0.000004419,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Hg,196.967187202,0.000005597,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Tl,196.969494261,0.000063717,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Pb,196.973359,0.000224,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Bi,196.978884716,0.000194211,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197Po,196.985604,0.000345,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
197At,196.993413,0.000406,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Ir,197.972163,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Pt,197.967868720,0.000006158,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Au,197.968216824,0.000004419,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Hg,197.966743324,0.000004436,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Tl,197.970457758,0.000085997,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Pb,197.971961,0.000138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Bi,197.978995550,0.000171750,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198Po,197.983358,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
198At,197.992548,0.000361,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Pt,198.970552487,0.000020865,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Au,198.968740042,0.000004423,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Hg,198.968254205,0.000004427,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Tl,198.969867850,0.000231836,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Pb,198.972873750,0.000087456,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Bi,198.977516335,0.000126119,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Po,198.983606,0.000327,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199At,198.990584,0.000352,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
199Rn,198.998274,0.000247,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Pt,199.971416628,0.000022336,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Au,199.970672472,0.000053859,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Hg,199.968299957,0.000004427,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Tl,199.970934414,0.000009662,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Pb,199.971793,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Bi,199.978088492,0.000109749,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Po,199.981703,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200At,199.990373864,0.000747961,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
200Rn,199.995701,0.000217,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Pt,200.974500833,0.000056215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Au,200.971645228,0.000016702,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Hg,200.970276906,0.000004446,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Tl,200.970794261,0.000016759,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Pb,200.972834596,0.000038592,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Bi,200.976928655,0.000063375,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Po,200.982188,0.000224,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201At,200.988438030,0.000194199,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Rn,200.995573,0.000349,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
201Fr,201.004109,0.000409,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Au,201.973837,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Hg,201.970616791,0.000004432,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Tl,201.972084781,0.000018729,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Pb,201.972133712,0.000011324,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Bi,201.977661841,0.000073310,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Po,201.980684,0.000138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202At,201.988420019,0.000171736,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Rn,201.993230,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
202Fr,202.003303,0.000373,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Au,202.975144751,0.000016724,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Hg,202.972847611,0.000004938,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Tl,202.972319627,0.000004645,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Pb,202.973364816,0.000009311,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Bi,202.976825010,0.000044241,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Po,202.981373229,0.000087394,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203At,202.986786802,0.000126114,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Rn,202.993325,0.000327,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
203Fr,203.000998,0.000356,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Au,203.978297737,0.000322092,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Hg,203.973466825,0.000004516,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Tl,203.973839265,0.000004644,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Pb,203.973019719,0.000004645,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Bi,203.977735638,0.000046277,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Po,203.980284,0.000108,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204At,203.987208309,0.000095727,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Rn,203.991333,0.000215,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Fr,204.000673067,0.000746032,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
204Ra,204.006463,0.000305,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Hg,204.976047384,0.000007015,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Tl,204.974400561,0.000004721,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Pb,204.974458038,0.000004647,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Bi,204.977364909,0.000008798,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Po,204.981153347,0.000037006,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205At,204.985995248,0.000063337,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Rn,204.991649,0.000230,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Fr,204.998613884,0.000186633,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
205Ra,205.006228,0.000366,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Hg,205.977488560,0.000022354,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Tl,205.976083761,0.000004722,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Pb,205.974439934,0.000004449,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Bi,205.978477523,0.000012153,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Po,205.980455527,0.000011442,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206At,205.986578974,0.000073278,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Rn,205.990141,0.000138,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Fr,205.998457102,0.000171680,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
206Ra,206.003795,0.000323,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Hg,206.982530122,0.000161166,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Tl,206.977403988,0.000006610,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Pb,206.975871591,0.000004451,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Bi,206.978445682,0.000004959,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Po,206.981569659,0.000009820,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207At,206.985732733,0.000044279,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Rn,206.990688175,0.000087223,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Fr,206.996798083,0.000114120,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
207Ra,207.003737,0.000331,<a href='https://doi.org/10.1016/0375-9474(85)90283-0' target='_blank'>1983</a>
